leaguePoints,rank,summonerName,wins,losses,hotStreak,veteran,freshBlood,inactive,summonerId,puuid
1176,I,Tmonrein Mental,507,426,False,True,False,False,-nC7iC2IJRtHARsx8Zb9bj1BiMQiXXam6lZZxoRjAvtqTH3r,hNEklqyqbqwV2UhIsyrDMxjP-JR6pvEbiP6JuuHIOLCbhLGQn3X4MIf42RxIZYv1K9Xx8nWVqPZ8AQ
1175,I,qweqweqweq,331,273,False,True,False,False,MlSFNfxLb-HfyK1B-pRC2Z7wNblIS85gTYW7vpthTpg2z3E,6Voyko5tQTWhLfqmaLWQ41nl6nZ8-LiVqdDc2YoM3JpGF-j8ajAuoz1PqKFklcLEuWsoHNLx3fjM_A
1172,I,HenryEtooMessi,308,235,False,True,False,False,YOv0n9gWpbDTThAYa7VKmqCujoiF3DQQR8qaN_SnUA5R3yM,LlNxTLI9UCjtQzLkeBeo92zzHGibfZpvg_eGrfSo1j-Jt2zZ0PSIaPuSTPpXkkAQt7S0SQoTlLgXuw
1168,I,Decay0,975,914,False,True,False,False,N6pCh_0MrdKnS8SS827etgeL0BTt1StPvhiFaP9OdS9pAoU,_b6BwVJXDudOWZLzwgLONyz8ENycFeaHsuHIzX_kd_AZUu5NhoYL3JNuZjgrbPtM3ZntOJdllH4Edw
1168,I,one sip please,216,157,False,True,False,False,33Y9_ZtyB96prPMTH4aGgS_wDDLB-AtlpuSldJj_Yxa5F2bKgXbLvqRFxA,cDMCTMJOWSrzt-OU78dibFyjH3GhMEozKylvQqAQQM-hxzkAdV_owzUoT0Qrr-4N0qKdB8Uf275L0Q
1168,I,FFDP,254,194,False,True,False,False,4gVTV9kwz97V1x1av9QdpU_KbyS_B5hNbGKneYaPlj6-iahpDiFOSfV2Mg,IEm-Kyrm3YrZhcFLg5jCjUdLFkUAy5EOSTUk0yEEXplRCI4DYf3bgQWVExS7yCPjeRveXbYIv8fLOQ
1167,I,Qnoxs,956,912,True,True,False,False,MfIae7-SKy_NgMVbZa_0cUa2jLquljxvb-34U1-bUElVR4Q_,8gf51TwUA1IpaMG6sO_-gPcG2VIX-pUOfz7vsjNb2eE9XSxvZsJzqkUdCjeOlgBuap01mh9uP5x0WQ
1167,I,Lekcycc,258,193,False,True,False,False,aHwnmdpllnGzU_tFueFia-xYS7s9h3XeeK-gAaceeQKGugtB,0YIdZbyGUp3CzxVy3Fhq1UBzyMaHJjLo6OFjmdXeWcLsmskA1lNLPpPlDTvL8GigTrcneQL3ddOmqA
1162,I,IIIIIlllIIIIIIII,920,851,False,True,False,False,jn9kfD8OdJNJ__HRXtZ_9vhF21pc3HH2jivuF4u02JWBEa4,lMGG0_GozOFjyBMd_zFZHMEYVLhGBBPcXj2dwAT5PSFyad0wt2ItTFH2_9XL-lgn7sBsOzgWS8uHGA
1161,I,Stormaxx,225,162,False,True,False,False,Vf78rFJKJKN3R-S4bT5I842SK_dVovmMt6qkA85BXaN1W-A,LEEEOxITWkfaR0GruMG8OEM6N-bKRmXxjVqvPDxvvKgevgNy0AgfloQWjh9Bfw_EjXV3Een93ZkCQw
1160,I,DRX BuZz,147,109,False,True,False,False,qupJK4_mqP1HGZ4Nb4tn7AgNEuOT1qlp9mtttK-mfngbi24,LTzrVPNVe-O6i6dPqzj92SV1E96VDw4ZZlkUv4Ma95dv0Pm9f7jSm1FzA8MbC16xlKrWcyEK8Z6pHA
1150,I,Kite Machine,320,252,False,True,False,False,sFc1QkzW4sCtixg2iQ2-rgVT9rqfp9AsoZjVmQwAZFgD21I,XTcKPdMjfaXTIcIWscpvi8gHnCYuU0x492yBUXvk5b2H4-qOZ7u68Bz9XWPa2Ry5ez_j3ofAa2Ye3w
1148,I,Iziio,346,294,False,True,False,False,sLBGyn9SagBB3xHDTajsZVtEh_XIfhrs3Rso3OC6XiJoDesn,o3FV1WNS_k68vk88QA3PwN0PzLhaw3wJR3jxmUryca2cRkJN3lOw5PkkwEE94T596_XVPBv7jdzObw
1148,I,Drututt,300,241,True,True,False,False,j34Kuog-pVPK5JqY1fLOZhUU75JoAomOlHOEWjfoNcQf6AWt,5H7U1ZvSSutRyx_PLngCGxRm0wxJng3fFKYrNRZnCn7IfcfQnxaLM1aSQmqcNhpVI3b0_7jObtFPQQ
1138,I,Veignorem,614,559,True,False,False,False,SCEx1BToTczUiUwdjQKW7nvk-l0CmyYVViX2T8VRdd8VB4s,sgL1mi9NYXbWrobFVnvmS_elTqyp20Ov5AuO_NmBTIR1Q7WhvQqVktMCAE63j-ikwjKSH0rYPenNJw
1135,I,Shαwn Frost,398,338,True,False,False,False,AnPIxKBfoH176dQr2FNM5XjVON-Nv44AI6NonqEciSGyRP8,ZKCPhHLrnU9a9jqNiKYweQheYxLurRQImvh3H0y9Z-804mK8ix0GSNKofC6TRhf54iPa5w2jZKwK-w
1134,I,azerty1,387,322,False,False,False,False,R8jbE9Puapi6XXWOPUHX2jDWvl5rdiSYAVDsxHvl1rzaLg0,zjSfXMA0LJcR07vxHEEA4Xg6EYrXeKKXZzNrFw4I3nua7h9otbia-oPjZg5xT8W_pCT8AdyD5_FUXg
1132,I,Shinichiro Sano1,568,502,False,True,False,False,Yq7F1B2xy1nENZ7W21WIfjq1AVRFrZbqcVLRvDGLztjRHW-B,1W8VHEXZLDuqz6_U9osFxpXVxdsDSO9QxYU0qqhGRRQkwZR3w-zsP1iqUJ7dzkdMUUdpdhAFgNS7Ow
1125,I,ThebesAndSound,350,293,False,False,True,False,roVFvvirjV9QrefDjSXPnpKjBfcsZQ30od8sA4zA4DraBmLJkQjm0z-8lw,DEw5NXlOBai7cepwL9Wck2jbY-MqsCcxecfaXJBXfHZcV4eK1bDFP_OG_oKamPwMNvNfZbIcT4NVJw
1124,I,MartHR1,428,361,False,True,False,False,rXToDzFv5_GcIFvAX7-Bww8_-D7QdgZwtR6o2b72SCCVCSc,1hhoIlg-E7JtcD0V0vD87SJtsGv6YDUfUM-IJv5fe0yH3y3-Ry_6en3UPXL0bTQYFhJTtU3tzu8m5A
1123,I,outwork everyone,701,648,False,True,False,False,8oc-rRGRBi5vhM4c_RmFfxIgwo0vtGmej-YADXDrhoFD4sc,ofUkQu9K9jRzc7mFJ-xGVPS1fVj0AZcwJRxsAG50QSGOPrrjw7Lqq4uoC-YzYi1NsK253NrGIsZ-DQ
1123,I,Peng04,532,475,False,True,False,False,DHSlVeCugmw4ILaAoFyLZZU5JooSDbIwXWUsV55R7_K1D4M,R_yQ2Ug7gyz6Z36cPWpwvQ2saQ1bg6uLhBHw1cgoYLbvLAT1lzjp_LNQR1WuJcziXZEHbYWgaUHAqA
1121,I,Morfariusss,352,289,False,False,False,False,uW9jdqmHVlYtNSrN9koItxUjdcIRCZrCU7slkmMFm5gEnXqp,VyFNPx4_HmSMMd5MA1KEdf9Ho14ZgZgpsypumKI6V4tDk7kXrgw5EGMu-6-k1ubrUy04yKj8iA3eTA
1120,I,TW Ronges1,545,476,False,False,False,False,oiMMXSHlzHkUI1ayIv60i0xxW4DUAohvurAVKMe-bh2bW2E,Xr2Jr7bz8n-j01C5yhkEuSW2hUbaAyD0KGhcEkdwPFiK9xf0heulo6uLMhi9m9RSvcXsY9hrQbARlQ
1120,I,2023lec,232,198,False,False,False,False,Cldj3pL6n5iuytOqk0TTSYteV8d5vObVBbSqSw6rJdGE6YI,UaOij0Pa6GBseCu4OFI5ueU9GgpJYnK7aG6t5wrJnbG9DvymI1YLWzominpWZnY-QhhO7TZm9gUgkA
1118,I,motus vetiti,191,144,True,True,False,False,MfUeGQ90AlPExoQ57BZ2sJIIU2wmvDlHrikhukRVk9bD6-s,sHH26bNAP_SxJBMCxyNXCwmQX7LQNi7fZ_CGgzFQOXBy-sFpzE0cjM8szCC7786BlWnLL-Z0d_9dPw
1115,I,Misanthiel,513,444,True,False,False,False,lSO1wnRdU16KYF2G3tmhRFXo1rQ-SL447fG6UIhZgqSmZt4,hC5ff32rDW27hihVl2lhXBEP6ulgO0xBv6KUHfzo4VlTS9w0Gm5rvwCDws5x2w4KcAQ4FYt3JdEcfg
1111,I,Barkoon,723,666,False,True,False,False,JLmnEowjy7K6A5MFzOv9vE3ToVJW-kWbxdDekVJ04oiUzyw,DPyZ55LOem2WRvMcX8Kgm33tDGovidfhNrEGJoKYI4S6R3LDj4j4mL9BmQVM2-f-DYv1J31nNELFfQ
1111,I,Hεy lol,316,259,False,True,False,False,KD0uvo4DI-Lx_TYVevuQfP6Q8jCo4LGOwNBTyfg-FT3i0sE,DOK0IHUWyFr2owvihYOcSsuIo5-Cq_NP5yEEGedyEDMTCE0yZoGt3Rn_Z_F_CXepyvrgDTsKw-LqLg
1110,I,SLY Stealbag,192,169,False,True,False,False,sxn5tpeNsEi7FRVKGYur_9T7olDm4d5pZg1mt6KPXGenjRY,x6fG-mM6RMgdugLRHxuBxbzLv9-nUcCkGjx6vx4YX4ehSZ-XHv92-DpbvuLdHG7AOvMx1IQsfI6GoA
1109,I,Koupfonga,699,646,True,False,False,False,PIlBduyc0OUvva0XhTx87CO0hwY21rJ7kt20Quggc4KTCbk,kWAZ9Tt24Jw332cryCNUM0-WzvKob6_GDkG4UYfQbwRJcGkR21JkSldiUFERtL-OJOqe7JnLJwBYIQ
1108,I,Tore den store,347,289,False,True,False,False,z8MZA2qHoEJFZ0tTFCc0nI62BOP_83MA8IxWI3_WmWsOdJ0,zC632dO2dHLEcn4H9k9mGE4D5Avah4xngF91IEFILztQUaQsHevQMD4-0y4ibJjLfRv_BoRAwrTwBg
1107,I,MOUZ Lyncas,304,235,False,True,False,False,uZavR00GZ1Sw3aT1RV1LpETPGpNFZ0kLibimJnGUwTr-Jrs,e7BEHoSv9G9zAoRZ7f5cAWzQFfqa9Fk5oznqI82P7OPb3IM5XRav_g6kVf_r3VPo1sv9m9y5PxVFAw
1107,I,Engage,460,401,False,True,False,False,VE1J_nZDkEKzt0zgaVC1fzsuQxxrt1bxjQn392j3ca4OyA4,Z9_vdCiCLFW5Munotgs-PLjbwwjlimnlas_ZlbaVYjs-22uKWHYrp-ycdePQpsmAiXED2gLIH0DOzA
1105,I,Rayito,275,216,True,True,False,False,M3skISLey03FW728D22ICWXx1NG6-N6UL6Zzk9u_6L9uWjk,tOZq97J-3chZP3f_NuMp13ifA_NhRHQrJvQX_RhLt_wOh8Y0Rfe1kHv_Birfb1QYzth-YqyvQ1Fthw
1105,I,Sorya,242,182,False,True,False,False,WQ0sgMDMERpUdL3peyzUjEVVYimjhJZgQbm8mCRO9c_KJzJz,3-ROsXhb_fq_pJwufRW2CltxUsbNzvdtVJVNutJ-2ErnTv6FRXFrD-wopwwyGoIP5PJmvAW3RqseLw
1104,I,Beanovich,724,665,False,True,False,False,0c3MABzqfjY5QkZtJf3RnLRkcJNfB0-9LcWuy1jGE62Ow5I,67DbNBTsIaplThg1XVQ7lOGMmCt7IEXbZz-axcLj5DsMb1PxQx9CFJx7f0-AK5VhjgjpNoASfqjJPQ
1104,I,youtube DETDERT,694,635,False,True,True,False,krTp39m5foDKTeZjKUCEA-MAaP9c4lZGlU0zUWOavtOPoNcS7guPvfePaA,Af3dXLqapRvtszYx7NSwFIyDThDOgDuHd5VPv_v-co7we5plVCwlquyrgetWsKBeUH6TRJaAbcIz8g
1102,I,Wx Hc9999na,294,269,False,True,False,False,oUhte5LrdPnhgLu2jA6yfLivRN8Y0CAafbhVg_fATGm0X44,Eo4Giy6AfgbuhJReXT5TxD0uJKCpLK64Cu3AuKEo9Gfmmic-pri8y__jkPUGEW8kK3T6aRnCNE2YLg
1101,I,Incandescence33,275,212,False,False,False,False,cuoVHI-WTnZR__uJ9UIbGUPtWiGLlh0gibqcg3JzL6Q8Qjla,lj4J6RMD46XGfFM8bq4bVI2nynnce-dv74VXZXaUuCgHH9jGiMB-XDxv8D-Cm72lZqXjwBOs5HWL7A
1100,I,Shinomiya Kaguya,655,597,False,False,False,False,LrCBO1PhAlFVXvELKt7PV_d92Zy8pkn5s8Wk1jYKd86lNYxB,rxnfP0xqZE7QQKv1vWmddNtaIWiHBhDWY5W8_OtEiX1nbLFnznYg8LfYfCJIvQxVg5sYciKAac6MCg
1097,I,Mr Bear Market,309,247,False,False,False,False,Nu18IK3GhG47XzTP83BUx8F1G038YcE6NG2vPD-Klll7ODg,LR_Flcg7cKqg2-ra12aUkwafGAS7T7gYZPTAqbV6D0hEmnG2bFsd6uxBo6H3Jtug0hTmr7M11eh2tA
1094,I,Tobi4,441,355,False,False,False,False,9-YkihHo8B8_KCinpCITjtluZMdJB_TVtoP5TSy1fQ-aadk,dp4JfVPn1rYCCsrniVcs9vnscKPF6-acmLgt98dGCux5xI0TOTZTHC8tIQc33EW6feygZpHaeOL-ew
1094,I,Tazaku,237,184,False,True,False,False,ZG8sgKVTnIGR7uuDASK3fmTQyZEkl_5rDfc3fQMvY3hdJw4,LSXCE4_JJ25U_SkJfou4DNLvFJlClE5bT9MX6iAXxb-kR_bTOKOZ-1qEfRJtxEp5siwogqRbLT_QDw
1092,I,scpabomination,507,439,False,True,False,False,3bol2-ATRD74WraPMEiRsJ23Cw3x-22Iv0vpfpeFDOXFvSc,SVYUHlkv5rKl5ZdCA3TlG42sE3ybzkoaPmjkcdk1wMop43qYzVgLVlrVroPV4HNLZ8w64VAkbPtoTg
1091,I,be like yike11,323,266,False,True,False,False,fRYeAS4hTKY6hSxlX2tnNVO1V5cKNnHiukH0HZ7mK4B9KB0i,Twbim15h9wU3AApQi4A78oQIwm3sxapZVjcP1il3n_x_DdjaijDP26HOiscqrZPts-mxJeXJ7Y4A-g
1091,I,Kobbe,306,257,False,False,False,False,rFS67XHdG152le-dNb-EQ5c8bFnfY4DrEkCpDeUhkSH6jh0,SHm0kDCi0ls-L-iSrD2H-idE6SL3iqvkkudze1M709cDkYdvZnnce9aSPjFT4rL3iDXvpD1CCNTI0w
1087,I,miserable00,180,128,True,False,False,False,qYWYEm9LjNm0MgBbiqSRcUwi38sURFfl_CF8kssjdNTXh2-k0F3GaSEfsw,japmu5yVYhKDM6DkD9unmx7z9ZzKXf7NXVo0mVMdlwCwHqBVM-2EUhsKQonIrKSVUUa97Uoy_DA-dA
1087,I,love your smile3,235,176,False,True,False,False,5dLpjbvYz9csY9hO8fUjA3PoGzxQHIC4BX3y34SkxGAxO3ji,YpgXb4ubuaaUfGnuifstiM3PG3UktE3alaW40vSMIQLqTiGEr0ZzFVtdFlW89l-DbU7huLQY7sj0Kw
1087,I,DlPLEX,363,308,False,False,False,False,3S163zGbs7hfZGTrmOGVpb0fgPN_rPBCULt7u6KsMpu5Mao,lFDkbJSYopG3-jR2f0J6_0yC4YS5vPhVCBorJXIPrK3imPMAFt56BFoaN85qNCM0ZPEiecO62eh8yg
1085,I,ULTRAMENTAL69,577,518,False,True,False,False,E6yeg9X5GHoTvI6naKN9NtLQqZk5kUC7t9FzBhfjnijeWAE,h5BuCDDH1SoJEmyluc3q8jgiVTP8oked_sNt7Isod0nh-ph9OznjIZ9DKSlWFZBBAqlRfs_ZWkJ_rw
1084,I,Kenal,472,411,False,False,True,False,7t4qxRmPyfvN8PoTTSPoLh7igz-VGkOflgplhZ5JiHy0L8Y,W5lA_A5jvvbNrtx7evHMHYIoT23uAS_v3cpwSpGxvgwOqQzBuNmbhK7pCPrt98TqGZG2Ro5I_ptO9A
1084,I,Kusa o Miko,665,608,True,False,True,False,izEdZXjy0wMVWg5Il5h15Ed9_S3KKElZfeZkjbOZvGUlXJg,QIO_CYPKpoZ0x5SRv1jkxKo66NZZnTCDxujnZBXH5CJQ60xBVo_Uc6eMqTGe3pjo93-AQ2X0eMYLqA
1083,I,ACD,361,296,False,True,False,False,glmGBb72_68zOMvHPzSFfg26Dgy3pN9H7_J2yHWKHIQ8e18,1vbypBQYiuO4zzbVEfwiVHFhuZt1vdXKfsJLx4N729hxSvgOnsqTFeztClJsQ7cT-iAzshuBhCZ8vQ
1083,I,SLY Myrtus,681,619,False,False,False,False,PCGa0NsHHcnjFiLp8dGtr4vTlkprUaGE7ovxk8VA1nrPCSQZ,hoCIkZZ3NZmwEYq4jYu9Kkx6rCtcBoUlcRIqtfZzeCMiLWapiGfh-BGomiA1rPJkXIwowAmMcPrx4Q
1083,I,ME Cody Sun,381,323,False,True,False,False,F8Sm1t_cIq-qV9lbaGQKnYxBqHKwE5Wv02BTYdRyWVllJ74wzv1OStD3WQ,3Qm3m6hrdEb_oTuMxEcGh0HwSTbcxhx9bKt2hDGhVO1putOZZRPiR23myVaWsj3LrT9RynlHpKFkHg
1083,I,darkchri99,688,634,False,False,False,False,sAboQC88bp7dfvpAfy5TOH2HxTbQvYqmBHmsXDDyOAK_dGU,fXHMMzJr6wjSBaKKVnPzQVHNeJtb_M7PAEV9J8ramSmz22da3NZ36atWLslJXG45yQyxsLFLql6MMw
1083,I,Furuy,252,193,True,False,False,False,TK38b1L0RvOIVJb7tmAADSJ0d9gpHg2YMI-QmhwI5GeOIwg,TTnJiB7OeM0UFRqUvqiAMimedTb4WJ6EX9pjDlW-XTCoMjjGzKnCPtD64TvzsZ4KjVLw5YrH9gQv9g
1080,I,AØH,300,242,False,False,False,False,tb0bH7PQCv36OWfSa8fcSOZe6SfNp0agb_xuoUIBk6YgT3C6mTnDp0B96A,51phuHJxa7Eeaz7ibQfgFYyaP6H-pd2Om5_1eTt0lV3_rM3-jYmuSv7hWklsNRtW6VvdzPiyqJxPGg
1080,I,SUB TO VEIGAR V2,343,288,False,False,False,False,zsACSbXZSveIJGJnoS3q0_EMSDArCHHamDxBGpV4mvf7nk0,DOXS8fV6nPK-WlyiaZkRXMW3fl3rhGcmHQPB1tQQyxl1KY3qvUDuNThpTTEvRNDuoxryChUctiTMhQ
1079,I,Vizícsacsi,276,217,False,True,False,False,kaQi3VhXebu8-THfD5DeGU4PpwF-snxqaA7Dq40om0DJBM4,MrLckbdIEPcTyJEJDsgyunwuB9WpQsz2Q6HkciWepBm25Z8iSZGVefDn2sTrB9qyTph_jSLIEOLZ9w
1073,I,randomjekid,224,210,False,True,False,False,ODShBUsDEt-SJRF4fkS8_5qmm0i5qK5OgWGpv3fzmm_tL2E,gWCL4QEgcxpdM1XtY9TmhUpv2RoBgjSBmHVM-u1xMN9WHluZu1gyVPRFegWiccoCxv9O9juOUvxajA
1073,I,DIV Impulse,819,752,False,False,False,False,wN-qQxdVYM3nbSdl1Euw2CT-vDVo0dTvxEiUGlUkeHsPl5Y,pR2pnBk-9szmIsEi9vKd7JlthS8o-id8h-aEviyyR7ohLRFL9RjbFTJGu_zFwGFPRun2Pt4apE8UHA
1072,I,Fleshy2,207,149,False,True,False,False,WkMTABjhA4cOCkz7V7JKuXpFBK8DtprKkk8_37ewGGYubny5EDeeH6MAEw,sZgleLEXcLholA9YmM6ac1Uf9ofscMrXRnKjNJxM8cyQX1GmkuB2-ks-sbB8D4dEsElOTp3Go3nN6A
1070,I,SIUUUUUUUUUUU,256,206,False,False,True,False,GQFuU7SmtzTXrRTXaO6jt5QxN16iBaTqamrzJlVCi159f2to,xNymz9W74z1vHStYIGgwoHl9F-i3s9n9v3sqeneHt4szyl37FSj2OHmJJv_JBikulrsFN6EnaWjl3Q
1068,I,Nice Guy Ben,423,363,False,False,False,False,2x4-2RFMMWPJQk8IPyE7qwTyGJOoglLBde0EkU7qp_zCdMU,I-Jd4lrdvVpO1TwRKEPpfl4Jq0QpP4QVh_iz1DbsB2qyQcMilzA-o9391wFJF24IdJVNWFdu6XHs9w
1066,I,ElNS Prime,251,219,False,False,True,False,EQA5wAuVJmbUSBnnOvcVsEM03S1Rj1mLnr5GNyI__AC_tyk,1A2aHUKQLrNT1Tyia_6OhhGWoryXLtOLHEVwYs5t8svdIi2oDpxPX991Aa9KeclVwh5qkbyKz3nVoQ
1066,I,Odysseus131,250,200,True,True,False,False,5CJEh1QoKTKA_S-9l1wmj1tK8RTNmpTbCOp39S5euWFgs54,1420s5nF_tRGOW4VOBBIf0TKA1UQvmHyBTRvXGvARqJFGxwiraEj67cLZtWyEEp0nbwrPVtfJ6W5ZA
1066,I,Ł354,359,305,False,False,False,False,GOIwuyP0tzxHQtPNoTf7lg0zJ-2KI05fxueoFAvS7tT4Nye-,cnORpukaFboK4Wbe1bvDbHrcF7ZiBYKd982toq6PKKl7hYks6sDIpMXW8A97qkfqgJkeuBhHfr-Ntw
1065,I,Retnyam,265,208,True,False,False,False,10h78X9f8nQCgf6pxvdqYY2fj2W6gEJx08QqgxKOdqAwMZjtoYnyXsgNDQ,qgQz51NvLS9Pq9Qts6iXrGkxzSvbPCObACFpawcOt_pTQN7iqpcfUqWHbeqG2mZ_SVf3UlpZI8ooQw
1064,I,blind vichen,466,407,False,False,False,False,oVFo5aOYi_PvUg3TstYUdsu0QIc-3wo24_BiXwn_2MMQEo6YmrfShI9G4A,rrBT9CZsyIOhMI-AP-784lsUpxOqMgXUqqLVcB6ccL-a4wc5O3iRlL6PLhGACPDId-lbVv5rBaABHg
1063,I,LFT ADC,111,78,False,False,True,False,8CPUY_rCFRTIhRISYyvzAzVeVAqmxTV8WCX1hKyRxY_d61c,GMrkmpF2cNGnneAhDktsT1Rb4Af13BpYpEAjctcSTYS8iAo5VFGzQKqXXMXEV3XEQQ_crg8PSkFprg
1061,I,tcysgwq,667,611,False,True,False,False,xLvE1wTA0plqaOS72bI0o9Phe4V1LWtxgdb2QubZEX7PAWY,QnfKzVaHQG4s1ekiGa45yHWXuqOxMRNSfiSi8udXzHQDdWjy5vLkzkfAfMQxjkgM_Z_vhV_UvGGlPQ
1058,I,PatkicaA,374,314,False,False,True,False,5mxgAr9gQLSTYe9Sx4ECx-PYbWPJEbdzIilWOCmgoAIUCXI,vSZ5PM5r3Cs-rJmCcv5bIYCiyYOXqlPwdVqA7qZ5fTYXovVWAFxYBV6U-CcSvyf2XfU71AWAYz443A
1055,I,mynameisclarence,429,375,False,False,False,False,uESotmYmWPzd-Ofcz_bwYW2rVwpMNhuO0yqDXa4AVDor__g,GY3hmhDFSlDFtbBmCzGFgTXfij2h_2gJfCTg9KfIGbHyjtBSpy_yMCIj-nleY85TRpQ9_Oz5K2uwIQ
